Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
1173,160,4,35.0,4017,1,1,1,1,1,0,0,19,4,4,3,6,7,5,2006,2007,1,2,4,5,1,0.0,2,3,5,3,3,1,5,0,5,0,625,625,5,4,1,5,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,1,2,2006.0,3,2,625,3,5,2,0,54,0,0,0,0,0,4,3,0,3,2008,4,4,171900,0,0,0
1174,50,3,138.0,18030,1,2,1,0,1,0,0,18,4,4,4,2,5,6,1946,1994,1,2,4,5,1,0.0,1,3,2,2,3,1,1,152,1,469,977,1598,5,2,1,5,1636,971,479,3086,0,0,3,0,3,1,3,12,4,1,4,0,1980.0,0,0,0,1,0,2,122,0,0,0,0,0,0,2,3,0,3,2007,4,4,200500,0,0,1
1175,70,3,80.0,16560,1,2,1,1,1,0,0,17,4,4,4,6,6,8,1932,1950,1,2,5,4,1,0.0,1,3,1,3,3,1,1,503,5,0,449,952,5,2,1,5,1170,1175,0,2345,0,0,2,1,4,1,1,9,6,1,4,2,1932.0,1,2,360,3,5,2,0,0,0,0,0,0,0,4,3,0,7,2006,4,4,239000,0,0,0
1176,50,3,85.0,10678,1,2,0,1,1,0,0,24,4,4,4,2,8,5,1992,2000,4,2,8,9,2,337.0,2,3,5,3,3,1,6,700,5,0,983,1683,5,4,1,5,2129,743,0,2872,0,0,2,1,4,1,2,9,6,1,3,5,1992.0,3,2,541,3,5,2,0,33,0,0,0,0,0,4,3,0,4,2007,4,4,285000,0,0,0
1177,20,3,37.0,6951,1,2,1,1,1,4,0,11,4,4,4,5,5,5,1984,1985,1,2,8,10,1,0.0,1,3,2,2,3,1,4,658,5,0,218,876,5,2,1,5,923,0,0,923,1,0,1,0,3,1,1,5,6,0,1,5,1984.0,1,1,264,3,5,2,362,0,0,0,0,0,0,2,3,0,10,2008,4,4,119500,0,0,0
1178,50,1,69.0,3950,1,0,0,0,1,0,0,5,0,4,4,2,6,8,1926,2004,1,2,4,5,1,0.0,1,3,2,2,3,1,1,468,5,0,350,818,5,2,1,5,818,406,0,1224,0,0,1,0,3,1,1,5,6,0,1,2,1926.0,1,1,210,3,5,0,0,0,116,0,0,0,0,4,3,0,12,2009,4,4,115000,1,0,0
1179,50,3,54.0,7681,1,2,1,1,1,1,0,17,4,4,4,2,5,6,1921,1950,1,2,5,4,1,0.0,1,3,1,2,3,1,5,0,5,0,731,731,5,4,1,5,820,523,0,1343,0,0,1,1,3,1,1,7,6,1,4,2,1921.0,1,1,186,2,5,2,192,0,102,0,0,0,0,4,3,0,7,2009,4,4,154900,0,0,0
1180,20,3,77.0,8335,1,2,0,1,1,2,0,4,4,4,4,5,5,5,1954,1954,1,2,5,4,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,3,1,5,1124,0,0,1124,0,0,1,0,3,1,1,5,2,1,4,0,1980.0,0,0,0,1,0,0,0,36,190,0,0,0,0,4,3,0,4,2006,4,4,93000,0,0,1
1181,60,3,69.0,11170,1,2,3,1,1,2,0,21,4,4,4,6,7,5,1990,1991,1,2,4,5,1,0.0,1,3,4,3,3,1,3,1216,5,0,0,1216,5,4,1,5,1298,1216,0,2514,0,0,2,1,4,1,1,8,6,0,1,5,1990.0,3,2,693,3,5,2,0,0,0,0,0,0,0,3,3,0,4,2006,4,4,250000,1,0,0
1182,120,1,64.0,5587,1,2,1,3,1,0,1,17,4,4,3,5,8,5,2008,2008,4,2,12,13,4,186.0,3,3,5,4,3,4,6,1480,5,0,120,1600,5,4,1,5,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,4,5,2008.0,3,2,482,3,5,2,162,53,0,153,0,0,0,4,3,0,11,2008,8,5,392500,0,0,0
1183,60,3,160.0,15623,1,2,1,1,1,2,0,24,4,4,4,6,10,5,1996,1996,4,2,5,14,1,0.0,2,3,5,4,3,3,6,2096,5,0,300,2396,5,4,1,5,2411,2065,0,4476,1,0,3,1,4,1,3,10,6,2,3,5,1996.0,3,3,813,3,5,2,171,78,0,0,0,555,3,2,3,0,7,2007,4,1,745000,0,0,0
1184,30,3,60.0,10800,1,0,0,1,1,0,0,5,4,4,4,5,5,6,1920,1950,4,2,7,6,1,0.0,1,3,1,2,3,1,1,821,5,0,299,1120,5,4,1,5,1130,0,0,1130,1,0,1,0,2,1,1,5,6,1,4,2,1970.0,1,2,720,3,5,2,229,0,0,0,0,0,0,4,3,0,6,2006,4,4,120000,0,0,0
1185,20,3,50.0,35133,0,2,0,1,1,0,1,21,4,4,4,5,5,4,1963,1963,4,2,4,5,2,226.0,1,3,2,2,3,4,1,1159,5,0,413,1572,5,3,1,5,1572,0,0,1572,1,0,1,1,3,1,1,5,6,2,3,3,1963.0,2,3,995,3,5,2,0,263,0,0,263,0,0,4,3,0,5,2007,4,4,186700,0,0,0
1186,50,3,60.0,9738,1,2,0,1,1,0,0,4,4,4,4,2,5,7,1924,1950,1,2,3,1,1,0.0,1,2,1,2,3,1,2,392,5,0,392,784,5,3,1,5,949,272,0,1221,1,0,1,0,4,1,1,7,6,0,1,5,1965.0,1,1,392,3,5,2,0,0,236,0,0,0,0,4,3,0,3,2006,4,4,104900,0,0,0
1187,190,3,107.0,10615,1,2,1,0,1,2,1,5,0,1,0,6,3,5,1900,1970,1,2,8,9,1,0.0,1,3,2,1,3,2,2,440,5,0,538,978,5,2,1,5,1014,685,0,1699,1,0,2,0,3,2,1,7,6,0,1,1,1920.0,1,2,420,2,2,2,0,74,0,0,0,0,0,4,3,0,8,2009,4,1,95000,0,0,0
1188,20,3,89.0,12461,1,2,0,1,1,2,0,24,4,4,4,5,8,5,1994,1995,1,2,14,14,1,0.0,2,3,5,3,3,1,6,1456,5,0,168,1624,5,4,1,5,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,2,5,1994.0,2,3,757,3,5,2,0,114,192,0,0,0,0,3,3,0,7,2006,4,4,262000,0,0,0
1189,60,3,68.0,8935,1,2,1,1,1,0,0,16,4,4,4,6,7,5,2002,2002,1,2,11,12,2,95.0,2,3,5,3,3,1,5,0,5,0,831,831,5,4,1,5,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,1,5,2002.0,2,2,493,3,5,2,144,68,0,0,0,0,0,4,3,0,7,2009,4,4,195000,0,0,0
1190,60,3,60.0,7500,1,2,0,1,1,0,0,14,4,4,4,6,7,5,1999,1999,1,2,11,12,1,0.0,1,3,5,2,3,1,5,0,5,0,994,994,5,3,1,5,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,3,5,1999.0,3,2,442,3,5,2,140,60,0,0,0,0,0,4,3,0,6,2010,4,4,189000,0,0,0
1191,190,3,69.0,32463,1,2,0,2,1,0,1,11,4,4,0,5,4,4,1961,1975,1,2,4,5,4,149.0,1,2,2,2,3,3,2,1159,5,0,90,1249,5,4,1,5,1622,0,0,1622,1,0,1,0,3,1,1,7,6,1,3,3,1975.0,3,4,1356,3,5,2,439,0,0,0,0,0,0,4,3,0,3,2007,4,4,168000,1,0,0
1192,160,4,24.0,2645,1,1,0,1,1,0,0,19,4,4,2,6,8,5,1999,2000,1,2,4,5,2,456.0,2,3,5,3,3,1,5,0,5,0,776,776,5,4,1,5,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,1,2,1999.0,1,2,492,3,5,2,206,0,0,0,0,0,0,4,3,0,11,2007,4,4,174000,0,0,0
1193,50,1,60.0,9600,1,0,0,1,1,0,0,5,4,4,4,2,5,8,1925,1994,0,2,11,12,1,0.0,1,3,5,2,3,2,5,0,5,0,702,702,5,3,1,5,842,630,0,1472,0,0,1,0,3,1,2,6,6,0,1,2,1925.0,1,1,250,3,2,1,0,0,84,0,0,0,0,1,3,0,7,2007,4,4,125000,0,0,0
1194,120,1,69.0,4500,1,2,0,1,1,1,0,11,4,4,3,5,6,5,1999,1999,4,2,11,12,2,425.0,1,3,5,4,3,1,6,883,5,0,341,1224,5,4,1,5,1224,0,0,1224,1,0,2,0,2,1,1,5,6,0,1,5,1999.0,3,2,402,3,5,2,0,304,0,0,0,0,0,4,3,0,6,2009,4,4,165000,1,0,0
1195,60,3,80.0,9364,1,2,0,1,1,2,0,6,4,4,4,6,6,7,1969,1969,1,2,8,9,4,143.0,1,3,2,2,3,1,4,371,5,0,292,663,5,2,1,5,663,689,0,1352,0,0,1,1,4,1,1,7,6,0,1,5,1969.0,3,1,299,3,5,2,379,36,0,0,0,0,0,2,3,0,3,2010,4,4,158000,0,0,0
1196,60,3,51.0,8029,1,2,1,1,1,0,0,14,4,4,4,6,6,5,2005,2005,1,2,11,12,1,0.0,1,3,5,3,3,1,5,0,5,0,728,728,5,4,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,1,5,2005.0,3,2,400,3,5,2,100,24,0,0,0,0,0,4,3,0,7,2008,4,4,176000,0,0,0
1197,60,3,58.0,14054,1,2,1,1,1,0,0,14,4,4,4,6,7,5,2006,2006,1,2,11,12,1,0.0,2,3,5,3,3,3,5,0,5,0,879,879,5,4,1,5,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,4,6,2006.0,3,3,660,3,5,2,100,17,0,0,0,0,0,4,3,0,11,2006,8,5,219210,0,0,0
1198,75,1,65.0,8850,1,2,1,0,1,2,0,5,4,4,4,3,7,6,1916,1950,1,2,4,5,1,0.0,1,3,1,2,3,1,5,0,5,0,815,815,5,4,1,5,815,875,0,1690,0,0,1,0,3,1,1,7,6,1,4,2,1916.0,1,1,225,3,5,2,0,0,330,0,0,0,0,4,3,0,7,2006,2,4,144000,0,0,0
1199,20,3,70.0,9100,1,2,0,1,1,0,0,16,4,4,4,5,7,5,2001,2001,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,1212,1212,5,4,1,5,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,1,5,2001.0,2,2,573,3,5,2,356,0,0,0,0,0,0,4,3,0,6,2009,4,4,178000,0,0,0
1200,20,3,75.0,11235,1,2,0,1,1,0,0,6,4,4,4,5,4,5,1963,1979,1,2,8,9,2,51.0,1,3,2,2,3,1,1,547,5,0,504,1051,5,3,1,5,1382,0,0,1382,0,0,1,1,3,1,1,6,6,1,0,5,1974.0,1,2,459,3,5,2,0,82,0,0,0,0,0,4,3,0,10,2006,4,4,148000,0,0,0
1201,20,3,71.0,9353,1,2,0,1,1,0,0,10,4,4,4,5,4,5,1970,1970,1,2,4,5,1,0.0,1,3,2,2,3,1,5,0,5,0,864,864,5,3,1,5,864,0,0,864,0,0,1,0,3,1,1,5,6,0,1,5,1972.0,1,1,280,3,5,2,0,0,0,0,0,0,0,4,1,0,7,2006,0,1,116050,0,0,0
1202,60,3,80.0,10400,1,2,0,1,1,2,0,16,4,4,4,6,7,5,1998,1998,1,2,11,12,1,0.0,1,3,5,3,3,3,5,0,5,0,866,866,5,4,1,5,866,913,0,1779,0,0,2,1,3,1,2,6,6,0,1,5,1998.0,2,2,546,3,5,2,198,36,0,0,0,0,0,4,3,0,3,2009,4,4,197900,0,0,0
1203,50,1,50.0,6000,1,2,0,1,1,2,0,3,4,4,4,2,5,8,1925,1997,1,2,5,4,1,0.0,1,3,1,2,3,1,5,0,5,0,884,884,5,4,1,5,884,464,0,1348,1,0,1,0,3,1,1,5,6,1,2,2,1960.0,1,1,216,3,5,0,0,0,208,0,0,0,0,4,3,0,5,2009,4,4,117000,0,0,0
1204,20,3,75.0,9750,1,2,0,1,1,0,0,16,4,4,4,5,7,5,2000,2001,1,2,11,12,2,171.0,2,3,5,3,3,1,5,0,5,0,1630,1630,5,4,1,5,1630,0,0,1630,0,0,2,0,3,1,2,6,6,1,3,5,2000.0,1,2,451,3,5,2,74,234,0,0,0,0,0,4,3,0,10,2009,4,4,213000,0,0,0
1205,20,3,78.0,10140,1,2,0,1,1,0,0,13,4,4,4,5,5,6,1975,1975,1,2,8,9,1,0.0,1,3,2,3,3,1,4,788,5,0,268,1056,5,4,1,5,1074,0,0,1074,1,0,1,1,3,1,1,6,6,0,1,5,1975.0,2,2,495,3,5,2,0,88,0,0,0,0,0,2,3,0,7,2006,4,4,153500,0,0,0
1206,20,3,90.0,14684,1,2,1,1,1,4,0,12,4,4,4,5,7,7,1990,1991,4,2,8,9,2,234.0,2,3,2,3,3,2,4,485,1,177,1496,2158,5,3,1,5,2196,0,0,2196,0,0,2,0,3,1,2,7,6,1,3,5,1990.0,2,3,701,3,5,2,84,70,0,0,0,0,0,4,3,0,6,2009,4,4,271900,0,0,0
1207,20,2,69.0,8900,1,2,0,1,1,0,0,12,4,4,4,5,4,4,1966,1966,1,2,8,9,1,0.0,1,3,2,2,3,1,1,1056,5,0,0,1056,5,2,1,5,1056,0,0,1056,1,0,1,0,2,1,1,5,6,0,1,2,1966.0,1,1,384,3,5,2,0,42,0,0,0,0,0,2,3,0,11,2006,4,4,107000,1,0,0
1208,20,3,70.0,9135,1,2,0,1,1,0,0,16,4,4,4,5,6,5,2003,2003,1,2,11,12,2,120.0,2,3,5,3,3,3,6,340,5,0,1342,1682,5,4,1,5,1700,0,0,1700,1,0,2,0,3,1,2,7,6,0,1,5,2003.0,2,2,544,3,5,2,192,23,0,0,0,0,0,4,3,0,5,2006,4,4,200000,0,0,0
1209,20,3,70.0,7763,1,2,0,1,1,0,0,10,4,4,4,5,5,7,1962,1980,1,2,4,5,1,0.0,1,2,2,2,3,1,1,504,1,108,319,931,5,2,1,5,1283,0,0,1283,1,0,1,0,3,1,1,6,6,0,1,2,1980.0,1,2,506,3,5,2,0,0,0,0,0,0,0,4,3,0,10,2008,4,4,140000,0,0,0
1210,20,3,85.0,10182,1,2,1,1,1,4,0,19,6,4,4,5,8,5,2006,2006,4,2,11,12,4,420.0,2,3,5,4,3,2,6,1220,5,0,440,1660,5,4,1,5,1660,0,0,1660,1,0,2,0,3,1,2,8,6,1,4,5,2006.0,2,2,500,3,5,2,322,50,0,0,0,0,0,4,3,0,5,2006,8,5,290000,0,0,0
1211,60,3,70.0,11218,1,2,0,1,1,0,0,12,4,4,4,6,6,5,1992,1992,1,2,5,4,1,0.0,2,3,5,3,3,1,5,0,5,0,1055,1055,5,4,1,5,1055,790,0,1845,0,0,2,1,3,1,2,8,6,1,3,5,1992.0,2,2,462,3,5,2,635,104,0,0,0,0,0,3,1,400,5,2010,4,4,189000,0,0,0
1212,50,3,152.0,12134,1,2,1,0,1,0,1,14,4,4,4,2,8,7,1988,2005,1,2,5,4,1,0.0,2,3,4,3,3,3,6,427,5,0,132,559,5,3,1,5,1080,672,0,1752,0,0,2,0,4,1,1,8,6,0,1,4,1988.0,2,2,492,3,5,2,325,12,0,0,0,0,0,4,3,0,6,2010,4,4,164000,0,0,0
1213,30,3,50.0,9340,1,2,0,1,1,0,0,4,4,4,4,5,4,6,1941,1950,4,2,4,5,1,0.0,1,3,2,2,3,1,1,344,5,0,328,672,5,2,1,5,672,0,0,672,1,0,1,0,2,1,1,4,6,0,1,5,1941.0,1,1,234,3,5,0,0,113,0,0,0,0,0,4,3,0,8,2009,4,4,113000,0,0,0
1214,80,3,69.0,10246,1,2,1,1,1,4,0,6,4,4,4,4,4,9,1965,2001,1,2,11,12,1,0.0,1,2,2,2,4,3,6,648,5,0,0,648,5,4,1,5,960,0,0,960,1,1,0,0,0,1,1,3,6,0,1,5,1965.0,1,1,364,3,5,2,88,0,0,0,0,0,0,4,3,0,5,2006,4,4,145000,1,0,0
1215,85,3,69.0,10205,1,2,1,1,1,0,0,10,4,4,4,1,5,5,1962,1962,1,2,4,5,1,0.0,1,3,2,2,3,3,2,784,5,0,141,925,5,2,1,5,999,0,0,999,1,0,1,0,3,1,1,6,6,0,1,5,1962.0,1,1,300,3,5,2,150,72,0,0,0,0,0,4,3,0,5,2006,4,4,134500,0,0,0
1216,20,3,99.0,7094,1,2,1,1,1,0,0,6,4,4,4,5,5,5,1966,1966,1,2,11,12,1,0.0,1,3,2,2,3,1,1,180,2,374,340,894,5,2,1,5,894,0,0,894,0,0,1,0,3,1,1,5,6,0,1,2,1966.0,2,1,384,3,5,2,0,0,0,0,0,0,0,2,3,0,5,2007,4,4,125000,0,0,0
1217,90,1,68.0,8930,1,2,0,1,1,0,0,6,1,4,1,2,6,5,1978,1978,1,2,11,12,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,1,5,1318,584,0,1902,0,0,2,0,4,2,1,8,6,0,1,5,1978.0,1,2,539,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2010,4,4,112000,0,0,0
1218,20,4,72.0,8640,1,2,0,1,1,0,0,19,4,4,4,5,8,5,2009,2009,1,2,12,13,4,72.0,2,3,5,3,3,2,6,936,5,0,364,1300,5,4,1,5,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,1,5,2009.0,2,2,552,3,5,2,135,112,0,0,0,0,0,4,3,0,9,2009,8,5,229456,0,0,0
1219,50,1,52.0,6240,1,2,0,1,1,0,0,3,4,4,4,2,4,5,1947,1950,1,2,3,1,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,3,0,5,672,240,0,912,0,0,1,0,2,1,1,3,6,0,1,0,1980.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,7,2006,4,4,80500,0,0,1
1220,160,1,21.0,1680,1,2,0,1,1,0,0,2,4,4,2,6,6,5,1971,1971,1,2,12,13,2,236.0,1,3,2,2,3,1,5,0,5,0,672,672,5,2,1,5,672,546,0,1218,0,0,1,1,3,1,1,7,6,0,1,0,1980.0,0,0,0,1,0,0,201,0,0,0,0,0,0,4,3,0,4,2006,4,1,91500,0,0,1
1221,20,3,66.0,7800,1,2,1,1,1,0,0,10,4,4,4,5,5,5,1964,1964,1,2,5,4,1,0.0,1,3,2,2,3,1,1,312,2,600,0,912,5,2,1,5,912,0,0,912,0,0,1,0,2,1,1,5,6,0,1,5,1964.0,1,1,288,3,5,2,0,0,0,0,0,0,0,4,3,0,11,2006,4,1,115000,0,0,0
1222,20,3,55.0,8250,1,2,0,1,1,0,0,6,2,4,4,5,5,5,1968,1968,4,2,8,9,1,0.0,1,3,2,2,3,1,2,250,2,492,210,952,5,4,1,5,1211,0,0,1211,0,0,1,0,3,1,1,5,6,1,3,5,1968.0,1,1,322,3,5,2,0,63,0,0,0,0,0,4,3,0,8,2008,4,4,134000,0,0,0
1223,50,3,78.0,10496,1,2,0,1,1,0,0,10,0,4,4,2,6,6,1949,1950,1,2,5,4,2,320.0,1,3,2,2,3,2,1,196,5,0,844,1040,5,4,1,5,1168,678,0,1846,0,0,2,0,3,1,1,7,6,1,4,5,1949.0,1,1,315,3,5,2,0,0,0,0,0,0,0,1,3,0,1,2007,4,4,143000,0,0,0
1224,20,3,89.0,10680,1,2,0,1,1,0,0,10,4,4,4,5,5,3,1951,1951,4,2,5,4,2,44.0,1,3,2,2,2,1,3,756,5,0,1380,2136,5,2,0,3,2136,0,0,2136,0,0,2,0,4,1,1,7,5,0,1,2,1951.0,1,2,528,3,5,2,0,30,0,0,0,0,0,2,3,0,10,2006,4,4,137900,0,0,0
1225,60,3,60.0,15384,1,2,1,1,1,0,0,14,3,4,4,6,7,5,2004,2005,1,2,11,12,1,0.0,2,3,5,3,3,3,6,724,5,0,64,788,5,4,1,5,788,702,0,1490,1,0,2,1,3,1,2,8,6,1,4,5,2004.0,3,2,388,3,5,2,100,75,0,0,0,0,0,4,3,0,2,2008,4,4,184000,0,0,0
1226,80,3,65.0,10482,1,2,0,1,1,0,0,10,4,4,4,4,6,8,1958,1958,4,2,11,12,2,63.0,1,2,2,2,3,3,6,507,5,0,81,588,5,4,1,5,1138,0,0,1138,0,1,1,0,3,1,1,6,6,0,1,5,1958.0,2,1,264,3,5,2,224,0,0,0,0,0,0,0,3,0,6,2007,4,4,145000,0,0,0
1227,60,3,86.0,14598,1,2,1,1,1,4,0,19,2,4,4,6,6,5,2007,2007,1,2,11,12,4,74.0,2,3,5,3,3,2,5,0,5,0,894,894,5,4,1,5,894,1039,0,1933,0,0,2,1,4,1,2,9,6,1,4,6,2007.0,3,3,668,3,5,2,100,18,0,0,0,0,0,4,3,0,1,2008,4,4,214000,0,0,0
1228,20,3,72.0,8872,1,2,0,1,1,2,0,10,4,4,4,5,5,8,1965,2008,1,2,11,12,2,300.0,1,3,2,2,3,1,4,595,5,0,317,912,5,4,1,5,912,0,0,912,1,0,1,0,2,1,2,5,6,0,1,2,1992.0,1,2,576,3,5,2,0,240,0,0,0,0,0,4,3,0,12,2008,4,4,147000,0,0,0
1229,120,3,65.0,8769,1,2,0,1,1,2,0,23,4,4,3,5,9,5,2008,2008,4,2,4,5,2,766.0,3,3,5,4,3,1,6,1540,5,0,162,1702,5,4,1,5,1702,0,0,1702,1,0,1,1,1,1,3,7,6,1,4,5,2008.0,3,3,1052,3,5,2,0,72,0,0,224,0,0,4,3,0,10,2008,8,5,367294,0,0,0
1230,80,3,70.0,7910,1,2,0,1,1,0,0,10,4,4,4,4,5,5,1960,1960,4,2,10,9,1,0.0,1,3,2,2,3,1,4,666,5,0,409,1075,5,3,1,5,1507,0,0,1507,0,0,2,0,4,1,1,7,4,0,1,4,1960.0,1,1,404,3,5,2,0,0,0,0,0,0,0,1,3,0,8,2008,4,4,127000,0,0,0
1231,90,3,69.0,18890,1,2,1,1,1,0,0,6,2,5,1,2,5,5,1977,1977,5,2,9,10,1,1.0,1,3,2,3,3,1,6,498,3,211,652,1361,5,4,1,5,1361,1259,0,2620,0,0,2,2,4,2,1,12,6,1,3,6,1977.0,2,2,600,3,5,0,155,24,145,0,0,0,0,4,2,8300,8,2007,4,4,190000,1,0,0
1232,90,3,70.0,7728,1,2,0,1,1,0,0,10,4,4,1,4,5,6,1962,1962,4,2,5,4,2,120.0,1,3,2,2,3,3,4,803,5,0,303,1106,5,2,1,5,1190,0,0,1190,1,0,1,0,3,1,1,6,6,0,1,5,1962.0,1,2,540,3,5,2,0,18,0,0,0,0,0,1,3,0,5,2006,4,4,132500,0,0,0
1233,90,3,70.0,9842,1,2,0,1,1,1,0,10,4,4,1,5,4,5,1962,1962,1,2,8,9,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,1,5,1224,0,0,1224,0,0,2,0,2,2,1,6,6,0,1,1,1962.0,1,2,462,3,5,2,0,0,0,0,0,0,0,4,3,0,3,2007,4,4,101800,0,0,0
1234,20,3,69.0,12160,1,2,1,1,1,0,0,10,4,4,4,5,5,5,1959,1959,4,2,9,10,2,180.0,1,3,2,2,3,1,1,1000,5,0,188,1188,5,1,1,5,1188,0,0,1188,1,0,1,0,3,1,1,6,6,0,1,5,1959.0,2,2,531,3,5,2,0,0,0,0,0,0,0,2,3,0,5,2010,3,1,142000,1,0,0
1235,70,2,55.0,8525,1,2,0,0,1,0,0,8,4,4,4,6,5,6,1911,1950,1,2,4,5,1,0.0,1,3,5,2,3,3,5,0,5,0,940,940,5,2,0,3,1024,940,0,1964,0,0,1,1,4,1,1,7,6,0,1,0,1980.0,0,0,0,1,0,0,0,192,0,0,0,0,0,4,3,0,11,2008,4,1,130000,0,0,1
1236,70,3,96.0,13132,1,2,0,1,1,0,0,17,4,4,4,6,5,5,1914,1950,1,2,5,4,1,0.0,1,3,1,3,3,2,5,0,5,0,747,747,5,3,1,2,892,892,0,1784,0,0,1,1,4,1,1,9,6,0,1,2,1914.0,1,1,180,2,2,0,203,40,0,0,0,0,0,4,3,0,7,2006,4,4,138887,0,0,0
1237,160,3,36.0,2628,1,2,0,1,1,0,0,23,4,4,2,6,7,5,2003,2003,1,2,11,8,4,106.0,2,3,5,3,3,1,5,0,5,0,764,764,5,4,1,5,764,862,0,1626,0,0,2,1,2,1,2,6,6,0,1,6,2003.0,2,2,474,3,5,2,0,27,0,0,0,0,0,4,3,0,6,2010,4,4,175500,0,0,0
1238,60,3,41.0,12393,1,2,3,1,1,1,0,16,4,4,4,6,7,5,2004,2005,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,847,847,5,4,1,5,847,1101,0,1948,0,0,2,1,4,1,2,8,6,1,4,6,2004.0,3,2,434,3,5,2,100,48,0,0,0,0,0,4,3,0,9,2006,4,4,195000,0,0,0
1239,20,3,63.0,13072,1,2,0,1,1,0,0,12,1,4,4,5,6,5,2005,2005,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,1141,1141,5,4,1,5,1141,0,0,1141,0,0,1,1,3,1,1,6,6,0,1,2,2005.0,1,2,484,3,5,2,0,0,0,0,0,0,0,4,3,0,3,2006,4,1,142500,0,0,0
1240,20,3,64.0,9037,1,2,1,3,1,0,0,21,4,4,4,5,8,5,2006,2006,4,2,11,12,2,32.0,2,3,5,3,3,3,6,428,5,0,1048,1476,5,4,1,5,1484,0,0,1484,0,0,2,0,2,1,3,6,6,1,4,5,2006.0,2,2,472,3,5,2,120,33,0,0,0,0,0,4,3,0,12,2007,4,4,265900,0,0,0
1241,60,3,65.0,8158,1,2,0,1,1,0,0,16,4,4,4,6,7,5,2003,2003,1,2,11,12,2,252.0,2,3,5,3,3,1,6,550,5,0,334,884,5,4,1,5,884,884,0,1768,1,0,2,1,3,1,2,8,6,0,1,5,2003.0,2,2,543,3,5,2,0,63,0,0,0,0,0,4,3,0,7,2008,4,4,224900,0,0,0
1242,20,3,83.0,9849,1,2,0,1,1,0,0,19,4,4,4,5,7,6,2007,2007,4,2,11,12,4,0.0,2,3,5,3,3,3,5,0,5,0,1689,1689,5,4,1,5,1689,0,0,1689,0,0,2,0,3,1,2,7,6,0,1,5,2007.0,2,3,954,3,5,2,0,56,0,0,0,0,0,4,3,0,6,2007,8,5,248328,0,0,0
1243,85,3,85.0,10625,1,2,0,1,1,0,0,13,4,4,4,1,7,6,1974,1974,1,2,9,10,2,81.0,1,3,2,3,3,4,6,885,2,168,0,1053,5,2,1,5,1173,0,0,1173,1,0,2,0,3,1,2,6,6,2,3,5,1974.0,2,2,528,3,5,2,0,120,0,0,0,0,0,2,3,0,1,2010,4,2,170000,0,0,0
1244,20,3,107.0,13891,1,2,0,1,1,0,0,23,4,4,4,5,10,5,2006,2006,1,2,11,12,3,0.0,3,3,5,4,4,4,6,1386,5,0,690,2076,5,4,1,5,2076,0,0,2076,1,0,2,1,2,1,3,7,6,1,4,5,2006.0,3,3,850,3,5,2,216,229,0,0,0,0,0,4,3,0,9,2006,8,5,465000,0,1,0
1245,70,3,69.0,11435,1,2,1,3,1,2,1,17,4,4,4,6,8,7,1929,1950,1,2,10,6,1,0.0,1,3,5,3,3,1,5,0,5,0,792,792,5,1,1,5,792,725,0,1517,0,0,1,0,3,1,2,7,6,2,4,2,1931.0,1,2,400,3,5,2,0,0,0,0,0,0,0,4,3,0,6,2006,4,4,230000,1,0,0
